author,text
今野大力,雪に埋れ吹雪に殴られ山脈の此方に俺達の部落がある俺達は侯爵農場の小作人俺達は真実の水呑百姓俺達の生活は農奴だ！俺達はその日隊伍を組んで堅雪を渡り氷橋を蹴って農場事務所を取巻いた俺達はその日の出来事を知っているその日俺達の歩哨は喇叭を吹いた喇叭の合図で俺達はみんな見分の家につんばり棒をおっかって家を出た俺達の申し合せは不在同盟！俺達は侯爵の秘密を知り俺達は侯爵の栄華を知り俺達は現在の資本主義社会の悪を知ってる俺達を思想悪化と誰がいう俺達は飽くまで年貢米不納同盟そしてその日は執達吏に対する不在同盟！俺達は集合した焚出しに元気をつけて隊伍を組み堅雪を渡り氷橋を蹴って農場事務所へ押しかけた俺達は要求する強制執行を解除しろ！俺達は何にも差押えられてはならない俺達は黒ずみうずくまる山脈の麓に要求する飢えたるものに食糧を！百姓には土地を！
今野大力,明るい北国の十二月終日雪は降っていた一尺、二尺、それは容易な大空の変化のページェント又軽やかに香う土へのプレゼント＊或日その前夜を名残に、吹雪は綺麗に止んでいた、そして北国のヌタプカムシペ連峯と上川平野の野原とにそれは雪国の特有な白光を輝かせて天への一大讃歌をあげていた
今野大力,おおはるけき方より寄せ来る波濤よ汝が最大の実力と自信を持って岩礁を打て、万丈のしぶきを上げよその時、海神は大空に懸る天日をおおいて。凄惨なる自然の風景を汝がその雄々しき門出の餞に送るであろうああ、かかる時、汝の使命は世のその努力の頂点に到達すべきであるされど汝はかの海洋はるかに煙を吐きつつ走るすべの船を船に乗れる同胞を、愛人を使者をどよもす波濤の底へ没し去らんか、おお汝波濤よ若しさらば汝等の哀しみ歎くを如何にせん。
今野大力,小金井の桜の堤はどこまでもどこまでもつづくもうあと三四日という蕾の巨きな桜のまわりはきれいに掃除され、葭簀張りののれんにぎやかな臨時の店店は花見客を待ちこがれているよう私の寝台自動車はその堤に添うて走る春めく四月、花の四月私は生死をかけて、むしろ死を覚悟して療養所へゆくすでに重症の患者となった私はこれから先の判断を持たない恐らく絶望であろうとは医師数人の言ったところ農民の家がつづく古い建物が多く赤や桃色の椿が咲く、家も庭も埋めるごとく今満開の美しい花々桜の満開のところがある、八重の桜も咲いている自動車は花あるところを選ぶ如く走る花に送られて療養所に入る私を療養所のどの寝台が待っているか二度と来ぬわが春とは思われる。春はおろかこの秋までも、誰かこの生命を保証する私は死を覚悟の眼で美しき花々の下を通ってゆく（一九三五年五月十四日作『詩精神』同年六月号「今野大力特輯」に発表『今野大力・今村恒夫詩集』改訂版を底本）
今野大力,早く春になったら、どんなに楽しい事だろう、日向の小高い丘に軟く暖く香高い土があらわれて、蕗の薹が上衣を脱ぎ、水晶の様に澄んだ水が、小川を流れ、小魚がピチピチ泳いでいる。そして先ず一番に「春である」事を思わせる。一日一日暖くぽかぽかとほてって来る陽を背に受けて、私は蘇る様な歓喜に酔う。からだに満ちて来る力が力の精がどこから来て宿るのであるかああそれはあの黒土の香りの中から新鮮な創造の春の自然から、いつか私の魂に取入れられる。そして貧しき農夫の子であった私が、生きようとする力は而も限りなき永遠への思慕の念は純真なる求道士の如くに一途精進の心に燃ゆる。土は私の揺籃の地である、無限に拡がりゆく力の故郷である。土を見る歓び、土に生くる人々の健康を寿ぐ歓び、それは皆地上の最上の歓喜であろう。土を信ずる人々には、何の苦悶もなく（若し農民が餓死する時私も土に還るであろう）春が来る、そして地上の愛と憎みが再び花園の花の様に開くであろう。人も又花の如く美しく咲くを望む、私も又彼女も又それを望む人生は春秋に終る花の延長に外ならない。おお、美しくあれ青春の男らよ、女らよ、けれど我等は呪われの子人の子、農民の子、反逆の子。貧しく、悲しく育ちゆく魂の主。父よ母よ（私を生める、土に還れる人々よ、白樺の疎林は輝く光に漲っている、かすめる陸地も青める大海も、真珠の様に光をふくんでいる）私の頬にも彼女の頬にも美しき青春の力を信ずる人の心が現われている。凡ては土に還りゆく魂ぞ。「自由であり、幸福であり、日は輝いている」世界を慕う。春来りなば……それは軽やかに仏蘭西詩人の明るさをもて私の耳に響く。土へ、土へ、魂のふるさとへ、土を耕す人々の胸へ、私はゆこう。春来りなば…………私はゆこう
今野大力,常夜の世界に生命ありてうごめける時光りは東方より、忍びやかに来りて輝き初め万物その己の存在を認め歓喜の頂点に至れるはいかに至上の盛事なりしか我等は光りの海に泳げる魚達なり光りなくして死を思う生命なり光りよあれ、而して永久に我等を愛でよ……
今野大力,そこはねずみも歩かない歩くべきではないひじりの行くべき道である空は明るく明るくまひるの如くに明るい一しきり降っていった雪は野に山に路に庭に夢見る様に積もっている雪は白い何よりも白いきよめられたる様に白い天と地の合体の風景である包む夜は厳に静かなしらべをひっている＊ひじりの為めに撒いた敷物はけがれる事を恐れている如くである
今野大力,何つう病気だか知らねいが、俺家のたけ子奴病気だどって帰って来た何でも片足だけは血が通わねえんだってそしてくさりこんでさうみが出てうみが出て、血の通うところまでぶった切って生れにもない片輪になりやがって二十一の働き盛り嫁盛りに何つうこった俺あ口惜しくて涙も出ねいたけ子の野郎奴はロクすっぽ金も持たずにおんだされて来やがったどうすべかいい考えもありやしねいああ俺は口惜しくてなんねい。それにさ此処ら辺は去年の早霜で五段の蕎麦畑から三俵の収穫だ米粒なんぞあ拝みていたってありやしねい毎日毎日馬鈴薯と燕麦ばかり燕麦なんぞ馬糧だに、何つう地獄だ、何つうどぶ底だ。神でも仏でも面見せろ！俺あだまされた三年経てば地主様だの五年経てば立派なお百姓だのとああ俺あ口惜しいどうしてくれべに畜生！俺あきいたぞ、俺あ覚えていんぞ、地主の野郎こそとんでもねえ泥棒だに俺あここで七年が間ほんとに辛い胸一杯の辛さ悲しさ口惜しさ耐えて骨身を肥料に働いて来たに残ったものは何にもねい老爺と老婆と貧乏と意地張りと病気の娘っ子と小い息子俺あ嫌んだ朴直の謹直の実直のとちゃんちゃらおかしいやなんぼ騙そたって騙されるもんけい俺あ考えていんぞ俺あ屹度、えい屹度、あいつをぶちのめすんだ咽喉笛、首っ玉さ噛りついてさ暴れてくれべと思うんだえい畜生！泥棒やろ！おぼえてけつかれ！（『文芸戦線』一九三〇年五月号に「百姓仁平は起つ！―北海道××村争議団へ―」と題して今埜大力名で発表『今野大力・今村恒夫詩集』改訂版を底本）
今野大力,なぜか知らそぞろ歩みに誘われて私もお祭りに加わります誰ひとり街はずれのお宮へなぞゆくものですかみんなはこうして涼しい夏の夜の風を浴びながら当どもなく華やかな灯の下をさまよいます。＊師団道路なんて何て無意味な名前でしょう面白可笑な人にもあい一寸横丁へよれてごらん音もない光りもない夜半の神秘がねています。未来派ならば何と表現するでしょう女、首、しな、ひとみ、赤坊男、香水、めがね、煙草花電気、太鼓、かね、笛笑いましょうか唄いましょうか泣きましょうか＊祭りはまちに燃えるのろしです一団高く、一年に一度の天にまけよかし見よかしと祈る一つの灯です。＊あららっこれはしまったあれが誰ですあの人でなくってそうだねこれはしまったさよならやあおや何の真似でもせなけりゃならぬ私の顔が疲れたろうまちを歩けばこんなにもおぼえた人がいるのですそうして忘れているのです＊やぶ屋敷、活動人形、軽業師見せ物からくりごっちゃごちゃまぜてかえてゆきましょうかすりが鋏を持っていましょう＊灯のまちの尊さはどんな処にあるか知ら屹度お宮にあるんだろう天の岩戸の踊りなら神様さえもそろそろと扉を開いて来ましょうよ＊忘れていましたお祭りは商人が金をもうける手段です
今野大力,俺はお前の此の喜びはつまらぬと言う訳を知っているお前は現実には適しないお前はあの暗い瘋癲病舎で白日の中もおもむろに夢を食って楽しんで生きていればいい男だ
今野大力,もったいない事である肺患者の残した実に多量の食物は惜し気もなく捨てられる鮭の照焼や筍やうどふきのうま煮なんか多くの人々にとって大した御馳走なんだのに一椀の飯さえ思うように喰えぬ人々が見たらおおめまいしてしまいそうな食物の山山近所の豚がこの滅多に人間さえ食べないものをうんと腹一杯たべてコロコロに肥っている豚が肥えて肉屋に並べられてもそれが何とか西洋料理支那料理になっても豚の食う程のものすら喰えぬ人間になんでそれを一口食べられようかもったいないことである貧乏な患者に附添う老爺は自分の患者のたべないものをこっそりかくしておくそしてあとで自分がそれを喰べる一日四十五銭の附添食費を浮ばせるためにだが、若しこれが、病院の誰かに発見されたら何といって叱られるか何といっておどかされるか恐怖に戦き食べる老爺は毎日下痢をやっている。五・二〇
今野大力,住み古した父母達の家に父母達の顔にきざんだ皺をかぞえることなく老いたる父母達の苦難な生活の有様を覗い見ることなく俺の健康な顔を見せガッシリとしてきた手を差のべることなく街の中に幾百万の人民の中の一人となり父母達の家を数々の家々とひとしく見過して立去るおもい、逢わねば心細くもあり語らねば物がなしくもあるわが子をはげましわが子を階級戦の熾烈なさ中へ送る意気込みはなくとも、わが子の真剣な働きを信じてわが子の無事を祈りわが子の仕事の成功をねがえる父母達俺は父母達のすこやかであることをそして父母達の存生の間に俺達の勝利をかちとることを切に切に希望すればこそ、一歩一歩父母達の家を遠ざかってゆくとき一足毎に力もて大地を踏みしめ明日の準備に勇躍して部署につくのだ
今野大力,「引け！」イチニ、イチニ、イチニ雨が降る秋に降る冷たい雨、落葉を叩く頬を打つ流してはならぬ涙の様イチニ、イチニ、イチニ中途でぐうんと引かかる、よろ、よろ、よろ、重たいゆるがぬ万億の重量「止まれ！」班長、ちっとあおそすぎないか六人の肩に絨衣を通して肩に割り込む兵士の綱グレンの代りに使われる架橋工事の兵士達雨の中、川をこいで綱を引く「初め！」イチニ、イチニ、イチニするすると上がってゆく材料橋が出来れば何を通す馬に乗り、長剣を持つ騎兵銃を持ち、帯剣を持つ歩兵轟々と砲車を走らす砲兵達ラッパを吹いて行進する敵は何処？何がかくも恐ろしき？何をかくも驚異する？そして彼等は何をそんなに殺戮せねばならないのか兵士達、聞け！敵は背後にある！兵士達、卿等の敵はブルジョア、世界ブルジョアの××は第三インターナショナルプロレタリアの××戦戦綱を引く兵士達グレンの代りに使われる架橋工事の兵士達雨の中、川をこいでよろよろと綱を引く兵士の行進、「止まれ！」プロレタリアの進軍だ！橋を通るは卿等の兄弟姉妹達秋に降る冷たい雨、落葉を叩く頬を打つ、流してはならぬ涙の様
今野大力,星はある夜緑の灯を輝やかし仲よく円座で評議する星はある夜右手を長くさし伸べて神秘な事件を信号する星はある夜さやさやさや清水の流れにたわむれる星はある夜森林の小枝に小さな首を吊していた
今野大力,１旗がしきりにゆれているハタハタと、又ハタハタと時には風が吹いて来てゴトンと音を立ててゆく外はほんとに暗いのだ自分よ、或る夜の事を思い出せそしてぞうっと身ぶるえせ今夜の雪は青白いすごい黒さが沁みている２海の妖婆が踊るよな暗い恐ろしい夜となる日本海と太平洋の沖の方に何か変りはないだろうか。海辺の街の病める友はこんな夜なら寂しかろう母がはなれているのさい悲しくなって来るだろう窓の近くに横たわり眠りもせずに、うつうつとものを思えるその時はそうっと窓の近くにて海の妖婆が笑うだろう私も自分がさびしくて忘れようにも忘られずぞうっと身ぶるえするのだよ。一〇・三・四稿
今野大力,津軽の海風は暮れ行く夕日の彼方へと連絡船を冷たく吹き送る桟橋に立ち去り兼ねて見送る人々とも別れて身をマントに包み頬をうずめて物蔭甲板に佇めば防波堤に点る明滅の灯火も見えずなり巍然たる函館山の容姿も次第に海をへだてて水夫の投げこんだ速度計の速めらるるままに闇の中に失われゆくかくて海峡の海は次第に荒く空よりは白き贈り物音もなく真闇の中に降り来り、海に消えマストに積る船は船底にひびくエンジンの音と波を切り進む海路の跡をしばし残してひたすらに蜜柑の木々実る本土の最北端の港青森へと馳る
今野大力,濃緑のあかだもの木の下にて三十を越えた四十あまりの人の話をきく二十余年北国の地に流浪して絶えず山水に親しみながら生活を続けて来た人の話である面は陽に赫けているひげはおとなしくあご一面にぼうぼうと生えているアイヌとも妥協して或は独木舟に乗り激流をさか上った事もあると言う熊狩りに魚捕りに野に山に宿した事もあると言う長い半生にありし物語のさも面白そうな話ぶりちょうど今頃である雌と雄の二疋の鱒がだんだんと小川をさか上って来る彼らは卵を生む為めに遠い川下から来て日当りのいい浅瀬に雄が尻尾をもて砂を掘り雌に卵を生ませ自分の白子をふきかけて砂と共によくからみそして元の如くに装いて雄は再び川下へ帰ってゆくけれども雌はそれを最後に最早すべてを失って死につつ浪のまにまに流れてゆくとそうして二疋の鱒は卵を生む為めに命を懸けて清い流れを求めつつ上下している自分らは親しくそれを見て再び彼らを捕る事が出来なかったとやさしいあたたかい内地人の性格でその人は語ったああ涙ぐましい話ではないか愛のために生命のために殉ずる彼の魚達の行いを人の心として見るときそはまことに美しい愛の発露である一九二三・六
今野大力,銀座の通りに畑が出来て緑青々とした麦畑が出来ようと空想していた友よ一きれのパンをむしって乞食の子に与え慈善をしたつもりの青年があった。乞食をするものは楽しみなのである何と詩人めいた仕事であるよ乞食をしていると皆がお金をお菓子を呉れようとして呉れてゆくのである。乞食のいない街は淋しく又殺風景極まっているであろう。
今野大力,街の子は今日も遊んでいたそしてふと子供の一人が大声で言った「やあいキョウサントウ！」いい声だそしていい言葉だ空間は完全にこの声に貫かれた「やあいキョウサントウ！」鬼ごっこで仲間の一人が捕ったので思い出したこの言葉だが、これはただの言葉でない、街の子が言うほどの遊びながら呼ぶほどの捕まったので思い出したほどの言葉なれどこの時代にはこの言葉に総身の毛をよだてている人間がいるのだその時ふと。一人で通りかかった男が潜っている党員で胸の中に何を考えたか街の子はそれを感ずく筈もないそして又もう一度「やあいキョウサントウ！」街の子は面白い言葉を発見したつもりで叫ぶそしてやがて奪われた子を奪い返しに猛然とはげしく突かかってゆく
今野大力,痩たる土壌をかなしむなく遠き遍土にあるをかこつなく春となれば芽をだし夏となれば緑を盛り花を飾る貧しく小さくして尚たゆまずただ一つ秋、凡ての秋においてただ一つ種を孕んだわが名知らぬ草精一杯に伸びんとして努力空しく夏のま中炎天のあまり枯死してしまったものもある草にして一生は尊い生命の凡てである一つの種は一つの種をはらんだそして遍土の痩土に初冬のころ雪を戴き埋れ、静かに待っていた一つの風景一九二七年十二月拙き心情を綴り旭川にある小熊秀雄氏に贈る
今野大力,１未婚婦人の魅惑に対して私は今日本の未婚婦人へ散文を書送る。２未婚婦人はそが暁近き薔薇色の感情に高揚されて浪漫主義的な、華やかな悩ましき春宵の恋を夢むおお恋！彼女等の夢なる恋！幻の如く描かれて現実の白日には霧の如く消ゆる霧には彩る虹を写すとも彼女等の勝利は遠く人生の花園への路傍に掠め奪わるる夢想の描き手。３私は未婚婦人のみわくに感ずる、未婚婦人はそが未だ奪われざる真珠を抱く未婚婦人は未だゆかざる途上の人未婚婦人は純情を愛し、純情の世界を語る未婚婦人は智識を愛し、旋律の中に動く、そして未婚婦人の思想は小市民―小ブルジョア４彼女等の胸にひそめるは性的差別の笞に打たれて、少女パンドラの快想を盗む曲者彼女卿等が故なき故の刑罰の鞭下を潜りその純情の意識に導かれて階級的抑圧に美しき嵐の如く目覚めよ！５未婚婦人は未だ許さざるの権威者かつこの未婚婦人は平凡な男へ追従に堕落して自らの権威を蹂躪せしめ、自らを縛し、あまつさえ彼女卿等の唯一の鍵を渡す６未婚婦人に告げて卿等の夢を粉砕しようと思わない『卿等の夢は歴史に永き神経衰弱者としての卿等に与られた魔酔薬の作用である。』プロレタリアはいう『卿等未婚婦人は男性への高尚なる極めて自由な玩具である。』７未婚婦人が来るべき世界に投かけてあえかにも弾でらるる夢は？自らを畜産場として自らを滅ぼし男性への不可抗の檻を自らに購い作るを知るや？そが夢みる楽園は生と死を懸けて空象意識、クリスト神と契約する天上にはあらずして永遠に――種落て花咲き実地上の人間の社会にあるを。記憶せよ！夢みる未婚婦人は、そが暁に未だ立たざるゆえに。その純情を愛せられ、みわくとなる。８卿等未婚婦人に告ぐる革命の炎を青春のその赤き心臓に秘めよ！卿等未婚婦人は至高の権威を十字に結び正しきわれらが歴史的使命にめざめて血みどろに戦われるプロレタリアの勝利を助けよ！しかして至る処、われらが戦線の防塁たれ。（午前四時薄明の近づく頃）〔註〕ヴェデキンドの作『春の目ざめ』の中の少女、彼女は性愛を未だ知らず、異性に鞭打たれることを嬉こんだ。
今野大力,生と死の路は今自分の行手にあり自分はこの全き方向のちがった路の何れを歩んでいるかを知らない歩む路は一すじただこの一すじが生命の歓喜へ向っているかまた永遠の死へ辿っているか自分にも解き得ざる謎謎の日は今、日毎つづきつつあるだが博士は言った「半年か一年か保証は出来ないがね」ここで自分の歩む路は死だと予断されているも一人の博士はただ眉をひそめて「生死の問題よりも苦痛よりのがれる方法を」と自分の言葉を認めて麻薬で劇薬の注射を与えて去った又も一人の医師は言う「もう手おくれだどこもかしこも悪いただ死は時日の問題だ」自分はすべての医師に絶望を語られお前は死の路を歩むでいるのだと言われてその儘に自分の生命力が博士達の想像と同一であるとは信じない信じたくない。博士達にだって幾月幾日に断定出来ないからだだただ自分の生命は非常に死に近づいている、死の手に引かれるか又再び生の力に引上げられるかあぶなげなわが生命はかなきわが生命わが今歩める路は果して何れか一九三五・五・七
今野大力,人手なき独り者治兵衛の麦はせに飛火して燃えうつり泡を喰った治兵衛は麦束もて火を叩く風つのり火はさかり麦はせは凡て燃え治兵衛は大火傷やけどした六十男治兵衛はわめきつつこげのこる麦の穂をかき集めかき集めかなしさと痛さとに大声で泣きわめく一九三四・六
今野大力,お前は俺の子供おれはお前の父親おれはお前の親となって六月だお前は生れた時この頭がおれの握り拳位だったずい分と大きくなったなお前の顔がおれに似て居るようだし今添寝して居る母にも似て居る誰彼がそう云ったそれはほんとうだろうかねむったお前お前は今ずい分よくねて居るさっきはあんなにおれに困らせたんだが母の乳房に乳がなくなりゃお前にとっては全く一大事だから泣いて泣いてのけぞり返って足をつっ張って母が重湯をこさえて来るまで泣き泣き泣いたお前はおれの子供おれはお前の父親おれはお前に頬ずるしてやる早く大きくなれお前はやせても立派な女工さんになれ一九三一年
今野大力,かつて私は悪事をやった立場に立たされた時こう憎々しげに吐きつけられたものだ、「胸に手を当てて、よっく考えて見ろ！」私は今、胸に手を当てて静かに激しく想っている。私は悪事をやった為だろうか。いや、私は悪事をやったのではない悪事は彼等がやったのだ。彼等は悪事を犯していながら私をつかまえて手足を縛しておいて「お前は悪人だ、お前等は悪事の張本人だ」そう頭から、権威をもってどやしたのだその時何故、私は言わなかったのだ、「いや断じてちがう、悪人は手前達だ、その背骨をいまに叩き折ってやる！」と私は今胸を病んでいる胸を病んでいる私は胸に手をおいて胸の中に、鼓動しているかすかな響きをかぞえるこの響きは次第に私の内臓が細菌にむしばまれてゆく、そのかなしい音楽なのだ、こんな音楽を誰が私の胸にかなでるのか、かなでるのは私の弱った肉体なのだが、こんな弱いからだにさせてあけても、くれても天井ばかりを見つめさせ私の老母をもう米が一粒もなくなったと言って泣かせたり私の弟に魂のない人間となって働いてもらわねばならないのは、「胸に手を当てて考えて見ろ」と言ったあいつらのためなのだ、私はあいつ等を憎悪する「あいつこそ悪人ではないか！仮面のあいつこそが」（『詩精神』一九三五年六月号「今野大力特輯」に発表『今野大力・今村恒夫詩集』改訂版を底本）
今野大力,ある魂は玩具を抱きて眠ると言うしかも玩具とは、せるろいど。きゅうぴいあもれっと。昔の童話の一頁淋しや今の童話なる青い服着た恥なし男の物語
今野大力,魂と魂と放浪の数日の後あるところを得たるはげによろこぶべき現象ぞよ白馬天をゆく碧瑠璃の空にわれらが魂の猛炎は赤きロマンチックの落日を偲ばしめ舞楽を奏するなり聞かずや宇宙の人々達分子を談ずる詩人達広大無辺の渚なき海われらは船を航し炬火を翳しはるかに行く……。一九二四・七・一一作
今野大力,生かさせたいがもうおそい両肺が全部やられている猛烈な腸結核で一日の膿の排出は多量でちっとも消化力ない胃腸痔が悪くって腎臓も悪くて耳が悪くてもう全身あますところなく悪化しているこれは医者が言うのだ、そしてあと一月かどうかとすら公言する熱が四十度をこえる味覚は破壊されて食慾が全くない食慾がなく熱を出して毎日肉をけずっていればやがてけずる肉のなくなった時お前は死だ、死は神秘でも神の御召でもない死は肉体の破壊であるお前はすでに大いに破壊されている生かさせたいがもうおそいただ逢いたい人々よ早よ鉄窓の彼方からかえってこい庭の椿もすでに落ちた五・二〇
今野大力,〔一〕単の着物を羽織りたいま夏の時季が訪れたけれども私の白い単は恰も乞食の着物の様によごれている＊やるせない心は、私の生立ちの大切な、又、辛い負いめである私は荷われた運命の様に灯の下へも、川へも、丘へもともなわねばならないこれこそ私の友であるのだ＊私はこれまで、商人達、友達、ああ私よりはたしかに裕福な人達にどんなにかいやな思いをさせたろうけれども私は決して自分を偽りはしなかった私は偽られた自分に鞭打って忠実の僕であった筈だ＊若し、私に月日の差別がなかったら若し私にすべてが入用でなかったら若し私は勝手な王者であったなら私は必ず他人の前に、あの悲しかった事を注意しはしなかったそして父や母の前で元気や夕餐も出来たろうそして愛人への贈り物さえ出来たろう＊私はあんまり淋しいのだ私は人間としての生き物なのだむしろ人間に縛られた小猿らの様に憎み愛する事さえ出来なかったものだ＊私ははてしない悲しみに耕され冷たい赫土に埋もれて、眠りゆくけものの子だ私は幻を愛し、優しい母のふところのいつくしみにあこがれている又世界への華やかなる歩みに憧れている＊詩人が時代の先駆をした詩人が郷土を真実に生かしたそんな言葉が私の耳に流れては来ないかしらそんな言葉が地球のどこかで語られる時私のからだは墓場の火玉となって消えるだろう〔二〕私は永遠の子だすくなくも自然の前には、そうある筈だかなしみ、くるしみ、嘆き、喜びそれらの前で、私の魂は、叮嚀にあいさつをする私は未だごうまんではあり得ない忠実への信徒だ＊やるせない苦悩は私を掩うている私は悪戦したけれども敗北か、勝利か私には何の信号もない＊私は墓場へ運ばれてゆくぼうぼうと生茂った草の中で静かに、こつこつときりぎりすこおろぎの音楽を学ぼうそして又世界のどこかへ生れて来よう
今野大力,夕ぐれのあかるさパッと室一杯にあふれて十六燭の電灯のあかるさなど小さくすぼんでいるようなこころよい明るさ忽ちに薄暗くなるこの時刻にこれは又何といい明るさだカーテンをすっかりとり払い硝子窓を通してもかまわないあの明るい空を眺めようあの空あの色何がこんなにうれしいのかもう三年越しの病人がこしらえたような感激を求めているのだろうかそうではない、たしかに、空が広いのだ、広大無辺！そんな言葉なんかで表現できない無限の無限の無限の空あれがこの世界の一つの姿なのだあくせくしたけちけちした僅かばかりのたったほんの賃銀さえ一人の食べ物代にもならないような待遇がはっきりしてくるのだつい先頃極北の海に氷塊の圧迫のためにソヴェートの探険船が沈んだ時零下四十度の酷寒を犯してそれを救援したソヴェートの優秀な飛行隊の英雄的壮挙は何と素晴らしいニュースであろう。あの大自然との苦闘に満ちた人間の記録はとても私達の国では思いも及ばないサヴェート社会の人々は人間に可能な成長力や創造力はあの空のように無限であることを経験しつつ勇み立ち躍動しているだが私達の眼の前には自殺や心中や強盗や国際的には威喝掠奪戦争などが盛んでありただもうぶっちぢめろぶっちぢめろとちぢめられた虐げられ悔られた人民の群がちっちゃく住んでいるのだ。だから思う存分伸々とあのような広い空さえ見つけることが出来ずにいるのかも知れない
今野大力,街々にけむりさまよう秋夕べここもかしこも黄昏れて見分けもつかず劇場のクラリネットの高く低く或は長く短く囃立てる巷の声に相和して一つなる夕べの曲を今日もまたひとりし聞けばそのかみの日のなつかしまれつ涙ぐむ
今野大力,寝室とも書斎とも名附け難い私の室ここで私は私の好きな事をする私の家は小さな家である北国のヌタプカムシペ山脈の畔である上川平野の隅であるチュウベツを言うアイヌ人種が五十年の昔鹿を追い熊を追い狐を追った処である今まだ太古の伝説鮮やかなる殖民地の一小邑である私はここに住んでいるそして小さな安らかな新しい材木の香のする家に父母があたえた、ささやかな幸福をひたぶるに恋してゆっくりと味わっているああ私のささやかな小さな家よここは私の父母達が作って呉れた家なんだ私はここで夢を見る幻を見る
今野大力,あついあつい夕食後のあつさのんびりと立って見たやっぱり暑いむっちり蒸される様だひたいには汗がこんなににじむ＊弟よ外へ行こう庭の石に腰をかけて鈴懸花の香をかいで青く澄み渡った北国の宵空に教えられたあの一つの星を探そう＊七月七日の夜も近づいた牽牛織女の星がどこにあるかそれも探そう天の川流れるあたり天上の花のさても美しき事よ
今野大力,義男さんよなぜそんなに考えてるの一生懸命だね何を読んでいるの……ああそうか「死線を越えて」かおもしろいかねいえなあに借りて来て読んでいるんですよ此頃は歌はどうです沢山書いているでしょういえなあに駄目ですよさっぱり此頃は書けませんし出来ないしわたしももうよしているしああそう言われた義男さんが終に亡くなられた私と同じ局にいてもいつもおとなしく少しも高ぶらない君がいつもこっそり本を読んで暇などは出さなかった文字は殊に注意していた自分の書くことはどんなに美しくともいつもきたないって手紙のはしに書きそえたりりー取りの六月十一日あれがほんとの別れの旅か淋しくも二人一処に写真機を持って行って来たその日多くは言わない義男さんほころびの詩集を出してあの山の斜えに座して読んで見た時の思いよ石切山を指して共に語りし義男さんああ今は亡き人帰り路は暗かった汽車を降りて雨上りの灯の街の小石路を歩んだ時それがほんとの別れの旅か情あるうるわしの人の死は殊に美しい義男さんはそうであった通信書記補の任官になっても一度も勤めずにただ遺牌の文字となり死なれた事のかなしさよ詩人であり歌人であり私の親しい友でありやさしいおとなしい人であった佐藤義男さん七月二十七日車の上で終になくなられてしまったのだああ私はかなしい
今野大力,羅漢寺の羅漢に盗癖ありてともれるろうそくの涙を啜り金財袋の紐をほどき赤さびた銅貨を奪う。
今野大力,相当にぎやかな街の電柱の下のベンチに素晴らしい将軍が休んでいる私は写真を見てそう思ったが、この老将軍は前歴が何だかわからないただぶくぶくした襟毛つきの厚っぽたい外套をきて帽子はないがない方がずっと素晴しい頭髪やヒゲを効果的に見せるし眉毛でも普通の人間とは凡そ縁遠い逞ましくゆかりあり気な一人の人物と見えるだがこの老将軍は白系露字の新聞売である日本人には驚くだけである同じベンチにも一人いる大学教授が一寸腰かけているようであるところがこの男はルンペン新聞を読んでいるが、まだ春先き早い頃であろうにうすっぺらなレインコートをきて足を重ね片手をまたぐらに挟んでいるやはり白系露人の一人ブルジョア精神を捨てられず労働がきらいでソヴェートに帰らずに新聞売とルンペンになっている彼等彼らは何を夢見つつ日本人の次第に進出するハルピンの街頭に佇むことか、五・二〇
今野大力,そこにこうかつな野郎がいるそこにあいつの縄工場がある縄工場で私の母は働いていた私の母はその工場で十三年漆黒い髪を真白にし真赤な血潮を枯らしちまった私の母はそれでも子供を生んだ私達の兄弟は肉付が悪くって蒼白い私達は神経質でよく喧嘩をした私達は小心者でよく睦み合った私達の兄弟は痩せこけた母を中心に鬼ごっこをした母は私達を決して追わない母はいつでもぴったりと押えられた私達は結局母の枯木のようにごそごそした手で押えられることを志願した私達はよく母の手をしゃぶったそれは馬の胴引革のようだった私達はよく自分達の手をしゃぶったそれはいつでも泥臭い砂糖玉の味がした日本ではやっきに戦争を準備し至る処に暴動が起り多数の共産主義者が捕えられたしかし母はいつでも知らずに過ぎた私達の母は文字を知らず新しい言葉を知らない私達の母は新聞の読み方を知らなかったただその母は子供を生む方法を知り稼いで働いて愛して育てることを知った私達は神の神聖を知らぬように母の神聖を知らない私達は母のふところから離れ母は婆さんになった母は遂に共産主義の社会を知らない母はやがて墓土に埋もれようだがその母の最後まで充たされなかった希望は今、私の胸に波打ち返している（『文芸戦線』一九三〇年七月号に「俺達の世の中」と題して今埜大力名で発表『今野大力・今村恒夫詩集』改訂版を底本）
